Date,Label,News
2017-07-11,1,"jon underwood, founder of death cafe movement, dies at 44 who is isis leader baghdadi? a beer can flies qantas. also: what it’s like to be australia’s ‘most publicly hated muslim.’ u.n. suspending plan for cholera vaccination in yemen u.k. orders new inquiry into contaminated-blood scandal in poland, a battle for the fate of europe’s last ancient forest tillerson tries shuttle diplomacy in qatar dispute let me show you what isis left behind in mosul in liu xiaobo’s last days, supporters fight china for his legacy how ‘brexit’ could end the european parliament’s ‘traveling circus’"
2017-07-12,1,"9 charged in fatal beating of american in greece first, a symbol of occupy wall street. then he waded into syria. four are arrested in theft of giant gold coin from berlin museum living on the edge (of australia’s cities). also: is gun amnesty effective? and melbourne’s ‘cascading’ development. emmanuel macron to welcome trump, an unlikely partner, to france video shows mosul civilians trapped in a fight clearly not over ex-president of brazil sentenced to nearly 10 years in prison for corruption u.k. plan to quit european nuclear treaty stirs alarm whale strikes and kills canadian rescuer after he helps free it firebrand hindu cleric ascends india’s political ladder"
2017-07-13,1,"mysteries, and a crackdown, persist a year after a failed coup in turkey trump, in france, tells brigitte macron, ‘you’re in such good shape’ through the outback after visa denials, afghan girls can attend robotics contest in u.s. u.k. court weighs last-ditch plea by parents of terminally ill baby senator resigns over dual citizenship. also: facebook rejects turnbull on decryption. tillerson comes up short in effort to resolve qatar dispute liu xiaobo’s fate reflects fading pressure on china over human rights theresa may offers ‘great repeal bill,’ and opponents promise ‘hell’ two ex-officials of vatican-run hospital charged with misusing money"
2017-07-14,0,"jean-jacques susini, right-wing extremist in algeria, dies at 83 back in afghan hot spot, u.s. marines chase diminished goals fugitive venezuelan pilot makes brazen public appearance russia warns u.s. it could expel americans over diplomatic dispute european tourists stabbed at a beach resort in egypt; 2 die an alternative history of singapore, through a comic book trump and macron cement unlikely friendship in bastille day visit indonesian province may move canings away from public eye liu xiaobo’s dying words for his wife former philippine president faces criminal charges over botched raid"
2017-07-17,1,"colleagues of princeton university scholar convicted of spying in iran express shock wm. theodore de bary, renowned columbia sinologist, dies at 97 the master of ‘kompromat’ believed to be behind trump jr.’s meeting mafia in italy siphons huge sums from migrant centers senator who made headlines for breast-feeding resigns. also: malcolm turnbull’s theatrical security announcement. tillerson’s grand renovation plan in state department gets assistance china censors winnie-the-pooh on social media jordanian sentenced to life in prison for killing 3 u.s. soldiers a cleanup of ‘holes in the wall’ in china’s capital american peace activist is denied entry to south korea"
2017-07-18,1,"trump and putin held a second, undisclosed, private conversation that devious plot to ‘zombify’ russia: the fidget spinner bodies found in swiss glacier could solve a mystery from 1942 ‘culture of silence’ abetted abuse of at least 547 german choir boys, inquiry finds britain cracking down on gender stereotypes in ads four years on, no resettling plan for refugees. also: why aren’t there more fatal police shootings in australia? trump adds sanctions on iran after certifying its compliance with nuclear deal russia issues new threats in dispute over diplomatic compounds defector to south korea who became a celebrity resurfaces in the north australian senator who breast-fed daughter in parliament resigns"
2017-07-19,0,"u.n. expresses alarm over ‘extreme dangers’ for yemeni civilians mexican hacking case deserves independent inquiry, u.n. envoys say israeli student’s use of auschwitz artifacts in an art exhibit prompts a furor france’s top general resigns in dispute over military spending qatar criticizes ‘face-saving’ move by arab antagonists in gulf crisis mick fanning is plucked away from a shark. again. also: why bill gates visited a cattle station. china showers myanmar with attention, as trump looks elsewhere in poland, an assault on the courts provokes outrage ‘where is the money?’ ask grenfell tower victims still awaiting donations saudi arabia releases woman arrested for wearing skirt in public"
2017-07-20,0,"cecil the lion’s son xanda killed by a trophy hunter turkey’s arrest of german activist heightens nations’ tensions crime in england and wales is rising at fastest rate in a decade as ‘brexit’ clock ticks, u.k. seems adrift israeli aid gives an unexpected ‘glimmer of hope’ for syrians india picks ram nath kovind, of caste once called ‘untouchables,’ as president in china, despair for cause of democracy after nobel laureate’s death after a famed prisoner dies in china, taiwan fears for another at a family workshop near paris, the ‘drowned mona lisa’ lives on american shooting, australian pain"
2017-07-21,0,"hezbollah and syrian army attack islamists on lebanon border american airstrike hits afghan security forces canada letter: summer advice from librarians, american friends russian lawyer who met donald trump jr. once represented spy agency iraq’s hardball tactics to root out isis turkey’s erdogan refuses to back down in feud with germany terror suspect brought to u.s. for trial, breaking from trump rhetoric the female warlord who had c.i.a. connections and opium routes deadly violence erupts in standoff over mosque in jerusalem u.s. to bar americans from traveling to north korea"
2017-07-24,1,"u.s. navy plane takes ‘evasive action’ to avoid chinese fighter jet suicide bombing targeting pakistani police kills at least 26 man assaults workers with chain saw at swiss insurance firm turkey opens trial of 17 journalists on terrorism charges israel agrees to remove metal detectors at entrances to aqsa mosque compound sacred lakes threatened by china’s growing capital i was banned from venezuela me vetaron en venezuela por reportar su realidad parents of charlie gard, ill british infant, abandon effort to prolong his life border games: russia’s creeping occupation"
2017-07-25,1,"trump finds reason for the u.s. to remain in afghanistan: minerals metal detectors vanish, but tensions in east jerusalem remain swedish government scrambles to contain damage from data breach philosopher who praised risk died trying to save children from drowning sex for women after 50 is important after all, european court rules u.s. soldier who survived shootout in jordan tells his story the hot new thing in guatemala, land of coffee? it’s coffee building collapses in india, killing at least 12 people china and russia hold first joint naval drill in the baltic sea in china’s capital, a portal to hollywood’s golden age"
2017-07-26,0,"aleppo has little food or water, but for a night, music key senator drops objection, clearing way for russia sanctions migrants in france say police abuse is common mariano rajoy, spanish premier, testifies in graft trial involving his party e.u. rebukes poland over vetoed bills, but backs off harsher threat trump administration slaps sanctions on venezuela and warns of more how india and china have come to the brink over a remote mountain pass lawmakers in russia call for retaliation against new u.s. sanctions german islamic extremist is convicted of supporting terror group taliban slaughter soldiers in pattern of attacks in kandahar"
2017-07-27,0,"animals, abandoned and starving, are evacuated from zoo in syria ukraine’s president sidelines opponent by stripping his citizenship putin derides sanctions and trump investigations as ‘boorishness’ iran reports successful launch of missile as u.s. considers new sanctions north korea tries to make hacking a profit center italy plans naval mission off libya to stop migrant boats rome, city of ancient aqueducts, faces water rationing london police weigh corporate manslaughter in inquiry of grenfell tower blaze british court decides charlie gard will be moved to a hospice to die what if trump ordered a nuclear strike on china? i’d comply, says admiral"
2017-07-28,0,"turkey frees 7 journalists, but others remain behind bars uzbekistan reveals that ex-leader’s daughter is in custody india’s high court denies abortion for 10-year-old girl one dead in knife attack at german supermarket charlie gard dies, leaving a legacy of thorny ethics questions how the panama papers changed pakistani politics london’s ‘walkie talkie,’ a divisive skyscraper, sells for $1.7 billion north korea tests a ballistic missile that experts say could hit california iraqi surgeon returns home to help the wounded get back in the fight 1967: the agony of detroit, u.s.a."
2017-07-31,1,"in tv spectacle, man convicted of child rape-murder is executed in yemen kenyan election official is killed on eve of vote defying e.u. court, poland is cutting trees in an ancient forest persian gulf rivals competed to host taliban, leaked emails show video shows airport attendant punching passenger holding a child homelessness, poverty and injustice: touring hong kong’s darker side after russia’s retaliation, embassy workers brace for a ‘shock to the system’ on heels of typhoon nesat, a second storm hits taiwan 2 die in attack on iraqi embassy in kabul by islamic state new dangers stalk syrian children still haunted by horrors under isis"
2017-08-01,1,"iran says new u.s. sanctions violate nuclear deal irish columnist apologizes for article called anti-semitic refugees refuse to be moved by australia: ‘we are not safe outside’ a freezing swim to call attention to warming waters lawrence pezzullo, broker of somoza’s abdication in nicaragua, dies at 91 afghan mosque suicide bombing kills at least 20 3 ‘g.t.a. gang’ members killed in gunfight at moscow courthouse indian forces kill a kashmir militant leader, then clash with civilians jordan moves to repeal marry-your-rapist law pakistan’s interim leader says he’s no ‘bench warmer’"
2017-08-02,0,"behind the sudden death of a $1 billion secret c.i.a. war in syria a deal for an australian dairy wrapped in layers of chinese loans his health crisis made public, palestinian envoy pushes on president recep tayyip erdogan of turkey replaces top military chiefs marc kasowitz, trump lawyer, also represents a russian bank a vatican shot across the bow for hard-line u.s. catholics roman ruins found in france are called ‘exceptional’ rula quawas, champion of women’s advancement in jordan, dies at 57 taliban bomber kills 2 americans in southern afghanistan prince philip makes his last solo appearance, after 65 years in the public eye"
2017-08-03,1,"aleksei navalny, russian opposition leader, calls latest charges ‘unlawful’ facing wave of refugees, montreal opens up stadium for housing turkmenistan’s leader mocked over gun-toting video chile’s congress approves abortion in limited cases denmark’s prince henrik wanted to be king. so he’ll protest for eternity. germany accuses vietnam of abducting asylum-seeking executive in iran, rouhani begins 2nd term with signs he’s yielding to hard-liners playing dead for a day in gratitude for being spared the lusitania telegraph has been recovered, but it may not solve any mysteries hostage held by al qaeda in mali for 5 years is freed"
2017-08-04,1,"macron takes on france’s labor code, 100 years in the making north korea could lose $1 billion in exports under u.n. measure in blackwater case, court rejects a murder conviction and voids 3 sentences italy’s ‘lord of the spies’ takes on a migration crisis in singapore, family feud deepens over facebook posts video of drive-by cat killings prompts arrest in saudi arabia vietnam, yielding to beijing, backs off south china sea drilling australia details ‘sophisticated’ plot by isis to take down plane paul kagame appears set for victory in rwanda vote china tells india that it won’t back down in border dispute"
2017-08-07,0,"seesaw conflict with taliban takes toll in fallen afghan district ordinary afghans, taking on the taliban obama weighs in on kenyan election, urging calm ernst zündel, holocaust denier tried for spreading his message, dies at 78 jordan’s king, spurred by jerusalem mosque crisis, meets with palestinian leader zuma to face no-confidence vote, this time by secret ballot north korea rails against new sanctions. whether they will work is unclear. tainted eggs prompt scare in europe macron’s honeymoon comes to a halt cleaving to the medieval, journeymen ply their trades in europe"
2017-08-08,0,"venezuela’s supreme court gives opposition mayor 15-month jail term france backs away from first lady role for brigitte macron as investigations intensify, israel imagines life after netanyahu iranian drone buzzes u.s. fighter jet over persian gulf christian millau, 88, co-founder of lively restaurant guide, dies french farmer who aided migrants says court might as well lock him up croatian island wants tourists who don’t behave badly jacob zuma beats back no-confidence vote in south africa missing marines declared dead and identities released days after aircraft is found north korea’s alarmed neighbors consider deploying deadlier weapons"
2017-08-09,0,"guam: a tiny territory caught in a global war of words at least 50 migrants drown as smuggler throws them into sea netanyahu accuses ‘the left’ and the media of trying to oust him in protest, artist in germany re-purposes hate speech from twitter nawaz sharif, ousted pakistani leader, leaves capital — but not meekly europe’s leaders curtail summer holidays in light of crises trump’s threat of war with north korea may sound scarier than it is united nations appoints alison smale of the new york times to top post for public information taliban leader feared pakistan before he was killed north korea frees canadian pastor sentenced to life of hard labor"
2017-08-10,1,"a surge of migrants crossing into quebec tests canada’s welcome trump praises putin instead of critiquing cuts to u.s. embassy staff marshall i. goldman, expert on russian economy, dies at 87 meet kim jong-un, a moody young man with a nuclear arsenal kim jong-un’s approach: missiles, purges, propaganda mysterious health issues drove u.s. diplomats from cuba trump doubles down on threats against north korea as nuclear tensions escalate a timely guide to the north korea crisis kenyan election tensions rise as opposition claims fraud watch: sunbathers look on as migrants arrive on spanish beach"
2017-08-11,1,"ship monitoring rescues of migrants refuses to be rescued dutch family farms teeter as a recall of tainted eggs widens kushner to meet with mideast leaders in latest attempt at peace deal 30 children die in indian hospital over 2 days; critics cite oxygen shortage nigerian military raids united nations camp for unclear reason president uhuru kenyatta is declared victor of kenyan election u.r. rao, pioneer of india’s space program, dies at 85 american allies and adversaries urge caution on north korea combative trump pulls his punches for one man: putin train crash in egypt kills at least 37, injures 123"
2017-08-14,0,"trump’s threat against maduro unites latin america, against u.s. following ‘fire and fury,’ trump looks to ease tensions in asia angela merkel condemns charlottesville violence as ‘racist’ and ‘evil’ sex work in amsterdam is legal, but still taboo ‘all we see is dead bodies’: sierra leone floods and mudslides ravage freetown fleeing hardship, then pushed into sea, they landed in a country at war seeking greater global power, china looks to robots and microchips u.s. general and south korean leader push for diplomacy on north korea a dutch effort to form a prostitute cooperative is met with hope and skepticism barnaby joyce, australia’s no. 2, can claim new zealand citizenship. too bad for him."
2017-08-15,1,"squeezed by an india-china standoff, bhutan holds its breath chaos in central african republic imperils aid groups’ work ‘this is too much for us’: sierra leone deluged by mud and grief dr. ruth pfau, savior of lepers in pakistan, dies at 87 britain offers plan to avoid immediate brexit trade chaos london inferno inquiry will scrutinize how officials dealt with complaints of fire risk galicia’s wild horse roundup runs headlong into modernity south korea’s leader bluntly warns u.s. against striking north iran’s president threatens to restart nuclear program key questions on north korea’s plan to fire missiles near guam"
2017-08-16,0,"in latin america, pence aims to soften ‘america first’ message sierra leone buries over 300 mudslide victims in mass graves american service member killed and others wounded in afghanistan raid zimbabwe’s first lady said to seek diplomatic immunity over assault claim in china, an action hero beats box office records (and arrogant westerners) lebanon repeals its marry-your-rapist law kenya opposition leader says he’ll expose election fraud homeless ‘hero’ of manchester attack is accused of stealing from victims prominent opposition leader in iran begins hunger strike next door to war, an indie arab band sings of defiance and joy"
2017-08-17,0,"political rage over statues? old news in the old world u.s. urges u.n. to conduct ‘full investigation’ into killings of 2 investigators in congo jihadist is liable for $3.2 million for damage to shrines in mali top two officers on navy ship in deadly collision off japan are relieved of duties fadwa suleiman, actress and voice of syrian opposition in exile, dies at 47 read the report on the u.s.s. fitzgerald collision for a yazidi woman, justice for isis crimes is still elusive charlottesville violence and trump’s reaction draw criticism abroad indian girl, 10, who was raped and denied an abortion gives birth mehdi karroubi, iranian opposition leader, ends hunger strike"
2017-08-18,1,"in afghanistan, a destructive ‘game of thrones’ canada letter: stage lights, sunlight and opening shots in terror attacks in spain, a global community of victims revived after mosul, iraqi forces prepare to battle isis in tal afar edward allcard, solo sailor on the high seas, dies at 102 venezuela’s new, powerful assembly takes over legislature’s duties sierra leone mudslides unlikely to leave survivors, rescuers say crusader who saved elephants from poachers is shot dead in tanzania flow of migrants to italy slows, but nobody knows why a chinese poet’s unusual path from isolated farm life to celebrity"
2017-08-21,1,"chilean tribunal weighs in: some abortions will now be legal edinburgh’s fringe, now 70, is having growing pains kremlin names veteran diplomat as ambassador to the u.s. after criticism, publisher reverses decision to bow to china’s censors van driver in barcelona attack is killed by police south korea faces an uncomfortable reality: a nuclear neighbor danish submarine inventor says he buried swedish journalist at sea u.s. sharply curtails visa services in russia after big ben rings out, the sound of silence in london president buhari returns to nigeria, facing serious challenges"
2017-08-22,0,"16 years of war in afghanistan, in pictures the forerunner of trump’s plan for afghanistan: joe biden’s tony de brum, voice of pacific islands on climate change, dies at 72 moroccan man admits deadly stabbing attack in finland for help in america’s longest war, trump tilts political balance toward india over pakistan youtube removes videos showing atrocities in syria european cities add barriers to thwart vehicle attacks rocket and submarine inventor under scrutiny in disappearance of swedish journalist 2 barcelona suspects are charged with terrorism offenses what an afghanistan victory looks like under the trump plan"
2017-08-23,0,american exasperation and australian humor russia’s sudan ambassador found dead congo’s specialty brews look to be the ‘future of coffee’ ‘it’s a slow death’: the world’s worst humanitarian crisis how a shadowy imam evaded scrutiny and forged the barcelona cell taliban kill 7 in attack on afghan army convoy saudi coalition airstrikes near yemen’s capital kill civilians death of philippine teenager stokes opposition to duterte’s drug crackdown cambodia orders expulsion of foreign staff members with american nonprofit u.n. panel condemns trump’s response to charlottesville violence
2017-08-24,1,"at yokosuka, 7th fleet’s home port, worrying and wondering, ‘why?’ inside a putin-linked biker club — and its combat school vietnamese abduction suspect is extradited to germany founder of australia’s sex party rebrands it the reason party murder charge sought in death of kim wall, swedish journalist qatar restores full relations with iran, deepening gulf feud barcelona attacks add to tension between catalonia and spain at least 8 are missing after landslide in swiss alps phallus art brings luck in bhutan — and tourists, too jim mattis, in ukraine, says u.s. is thinking of sending weapons"
2017-08-25,1,"belgian soldiers kill knife-wielding man in brussels north korea fires short-range missiles from its east coast canada letter: back at the nafta table and tundra meltdowns macron has spent $31,000 to keep looking young since taking office angola’s governing party wins most parliament seats in vote e.u. frustrations with britain rise ahead of talks next week white house raises pressure on venezuela with new financial sanctions a judge’s bid to clean up brazil from the bench russians arrested on treason charges helped u.s. catch hacker, report says chill in relations puts much at stake for turks and germans"
2017-08-28,1,"european leaders look to africa to stem migration north korea fires missile over japan stranded on norwegian island, rowers end their arctic mission iran sentences faith healing shiite mystic to death german nurse is thought to have killed at least 86, officials say in kenya, selling or importing plastic bags will cost you $19,000 — or jail showdown in guatemala over investigation of president canada, too, faces a reckoning with history and racism lebanon frees hundreds of isis fighters in exchange for soldiers’ bodies indian guru whose followers rioted is sentenced for rape"
2017-08-29,1,"london police reopen investigation into 1987 killing of palestinian cartoonist jeannie rousseau de clarens, valiant world war ii spy, dies at 98 iran building weapons factories in lebanon and syria, israel says more than 8,700 rohingya flee myanmar fighting this week roma culture 101: opening minds with song, talk and laughter more than 1,000 died in south asia floods this summer sea shepherd activists halt pursuit of japanese whalers u.n. condemns north korea’s latest missile tests, but takes no action airstrikes in afghanistan kill more than a dozen civilians australian state removes racially offensive place names"
2017-08-30,1,"brazilian judge stymies plan to allow mining in amazon region canadian town, isolated after losing rail link, ‘feels held hostage’ u.s. says it has 11,000 troops in afghanistan, more than formerly disclosed ibrahim yazdi, leading iranian dissident, dies at 85 violence in myanmar pushes at least 18,500 rohingya into bangladesh coping with floods is only half the battle for mumbai’s poor lynched over an amplifier: mob justice alarms indonesians at least 11 afghan civilians killed in american airstrikes head of indian medical college and his wife charged in oxygen shortage u.n. human rights chief condemns trump’s attacks on media"
2017-08-31,1,"mexico’s president denies he tried to quiet a prominent critic islamic state convoy remains stuck in syria contradicting trump, u.n. monitor says iran complies with nuclear deal 5 suspects in bhutto assassination are cleared by pakistani court britain’s theresa may makes news by saying she won’t quit in a fragile partnership, dolphins help catch fish in myanmar police officer is injured in knife attack in stockholm china sets date for major communist party reshuffle isis loses another city to u.s.-backed iraqi forces sumiteru taniguchi, 88, who survived nagasaki to become activist, dies"
2017-09-01,0,"canada letter: debating sir john a. and a remote town stranded turkey’s president calls u.s. indictments of his guards a ‘scandal’ pope francis sought psychoanalysis at 42, according to book blunting the far right, merkel gains as german election nears from guerrilla fighter to myanmar peace negotiator in city of ruins, philippines’ battle against isis rages on kenya supreme court nullifies presidential election boats carrying rohingya fleeing myanmar sink, killing 46 discussing north korea what north korea’s missile tests look like to a south korean reporter"
2017-09-05,1,satellite images of north korea show landslides at nuclear test site danish sub inventor describes journalist’s death to skeptical court china’s rights crackdown is called ‘most severe’ since tiananmen square north korea’s nuclear arsenal threatens china’s path to power public pools in southern france become a measure of inequality british soldiers arrested on suspicion of being neo-nazis u.s. desire for north korea oil cutoff puts china in a tight spot u.k.’s fancy new span promises to induce bridge envy home of brazil’s top olympic official is searched in bribe inquiry cambodia charges opposition leader kem sokha with treason
2017-09-06,0,
2017-09-07,0,"how the u.s. could respond to another north korean missile test emmanuel macron, in greece, calls for ‘rebuilding’ e.u. hurricane jose is next on radar, with fresh alert for antigua and barbuda shimon peres, in memoir, takes on israel past and future in hurricane irma’s ruinous wake: ‘i feel like i’m on the moon’ pope francis urges colombia to seize ‘second chance’ britain’s greatest brexit obstacle: itself no relief for islamic state convoy blocked in syria they thought the monsoons were calm. then came the deadly floods. in land of many rivalries, new one bubbles up: falafel vs. falafel"
2017-09-08,1,"afghan anger simmers over u.s. leaflets seen as insulting islam caribbean islands battered by one hurricane are bracing for the next india’s modi criticized for following twitter feed tied to nasty post canada letter: a tiff film about film and an immigrant’s story catalonia independence bid pushes spain toward crisis sara netanyahu, wife of israeli prime minister, to face fraud charges the last days of isis’ capital: airstrikes if you stay, land mines if you flee 1967: u.s. will construct barrier across dmz from australia’s ‘stolen generation’ to celebrated poet giant earthquake shakes mexico"
2017-09-11,1,"in the caribbean, rebuilding nations — and the tourism industry sentencing of tatar leader in crimea is called a sham protest in catalonia adds to pressure before independence vote cambodia’s opposition chief loses immunity in treason case a ‘futurist woman,’ a defunct casino, and a fight for macau’s soul she was teaching him to walk. he shot her from his wheelchair. ruling conservative-led bloc wins norway’s national elections pope criticizes climate change deniers and trump on daca decades after alcohol ban, iran admits it has a problem after u.s. compromise, security council strengthens north korea sanctions"
2017-09-12,1,"canadian judge who wore trump hat in court will remain on the bench after toiling in rural china, protégé of xi jinping joins party’s top tiers australian catholic church falls short on safeguards for children, study finds mexico, hit by its own disasters, can’t help texas after all a long-tolerant spa town feels the chill of slovak populism turkey signs russian missile deal, pivoting from nato macron faces first big street protests, a challenge to his labor overhaul stephen bannon, outspoken critic of china, has subtler message in hong kong visit south korea plans ‘decapitation unit’ to try to scare north’s leaders singapore has a new president, no election needed"
2017-09-13,0,"lawyer who worked for egypt’s disappeared himself vanishes mattis heads to mexico amid strain over disaster condolences and aid brazilian art show sets off dispute that mirrors political battles in gaza reconciliation effort, palestinian politician seeks a comeback russia’s war games with fake enemies cause real alarm gay parents become activists in australian marriage debate hunting for a canadian legend: the avro arrow jet fighter e.u. leader suggests simplifying how the bloc is run the rohingya in myanmar: how years of strife grew into a crisis sewer in london’s east end menaced by giant fatberg"
2017-09-14,1,"president temer of brazil faces new corruption charges it’s not about marriage. it’s about gender. north korea launches another missile, escalating crisis japan’s dennis rodman? an ex-wrestler, politician and 32-time guest of north korea floating tar, dead fish: oil spill threatens greek beaches clown hysteria grips australian media after group vows to descend on suburbs purge of doctors without borders was a permit issue, pakistan says on a tiny island in scotland, two giants in the family 65 percent of mexicans view u.s. negatively, survey finds israeli orthodox lawmaker in trouble over gay nephew’s wedding"
2017-09-15,1,"why the u.s. allowed a convoy of isis fighters to go free amid pornography case, vatican recalls priest from washington embassy canada letter: the avro arrow and an amazon hq saudis say arrests target foreign-funded dissidents $8 million to aid poor north koreans? south korea and japan disagree in london terror attack, witnesses describe ‘big bang’ ranting and rapping online in china, and raking in millions tiger species thought extinct is possibly spotted in indonesia at risk in rohingya exodus: 230,000 children, hundreds all alone north korea’s threat pushes japan to reassess its might and rights"
2017-09-18,1,"in turkey’s new curriculum, ataturk, darwin and jihad get face-lifts russian court refuses to reveal holocaust hero’s fate hurricane maria makes landfall in dominica as other islands brace for potential disaster mattis leaves the door open to military options in north korea trump at u.n. talks up, but does not press, mideast peace iran is smuggling increasingly potent weapons into yemen, u.s. admiral says brazil’s new top prosecutor inherits politically explosive cases after 4 years in jail, release looms for irishman in egypt boris johnson gets back in the brexit game ‘he’s doing poorly,’ says wife of princeton student jailed in iran"
2017-09-19,1,"strong earthquake strikes near mexico city trump offers a selective view of sovereignty in u.n. speech why australia wasn’t ready for a dangerous flu season mexico earthquake kills hundreds, trapping many under rubble with combative style and epithets, trump takes america first to the u.n. from truman to trump: how u.s. presidents have addressed the u.n. russian military helicopter fires rockets by accident puerto rico flooded by hurricane maria document revives mystery of vatican teenager who vanished in ’83 giant monument to kalashnikov, creator of ak-47, is unveiled in moscow"
2017-09-20,0,"‘these were our children’: school collapses in mexico earthquake wild bison killed after wandering across border into germany battered, not broken: pictures of mexico after the quake emboldened china wields its laws to silence critics from abroad why mexico is so prone to strong earthquakes photos from the mexico earthquake at mexican school hit by quake, heartbreak and dwindling hope parliament square in london is closer to having first female statue trump pushes to revisit iran nuclear deal, and asks allies to help tensions rise in spain as catalonia referendum nears"
2017-09-21,1,"president trump inside and outside the lines at the u.n. iran foreign minister: if u.s. wants new nuclear concessions, we do, too acclaimed french chef to michelin: take my stars, please saudi textbook withdrawn over image of yoda with king amid quake rubble in mexico, ‘we will get through it’ nine elephants in botswana are electrocuted by power line syrian refugee held in london tube bombing is released pressure mounts on iraqi kurds to cancel independence vote far-right german party is poised to break postwar taboo 3 police chiefs are killed in a month in a volatile afghan district"
2017-09-22,0,"prospect of atmospheric nuclear test by north korea raises specter of danger syrian activist and her daughter are fatally stabbed in turkey russia says ‘small-hearted’ obama administration spoiled ties holocaust denier’s sentence: visit 5 ex-nazi camps, and write about it a walk through dominica, hours after hurricane maria canada letter: health care comparisons and an nyt offer israel endorsed kurdish independence. saladin would have been proud. quake threatens to cause flight from mexico city’s hip neighborhoods catalonia showdown tests spanish leader’s instinct for survival young man charged with attempted murder in london subway attack"
2017-09-25,1,"germany’s far right complicates life for merkel, and the e.u. poland’s president offers new path to end court crisis american oil worker is kidnapped in yemen the kurds of county leitrim: refugees call an irish town home alternative for germany: who are they, and what do they want? north korea says it has the right to shoot down u.s. warplanes russia committed ‘grave’ rights abuses in crimea, u.n. says as kurds celebrate independence vote, neighbors threaten military action touching on history, a chinese film may have been burned by it philippines promises vietnam a full investigation into fishermen’s deaths"
2017-09-26,1,"ireland to hold abortion referendum next year chad’s inclusion in travel ban could jeopardize american interests, officials say parents of otto warmbier, north korea captive, say he was tortured saudi arabia resists independent inquiry on yemen atrocities saudi arabia agrees to let women drive egyptian concertgoers wave a flag, and land in jail north korean banks and citizens added to u.s. sanctions list iraq orders kurdistan to surrender its airports crisis in catalonia: the independence vote and its fallout belgian ‘indiana jones’ tries to solve mystery of a wwi submarine"
2017-09-27,1,"heaps of stuff we like in a puerto rican village: ‘the wind came and took everything’ norman dyhrenfurth, 99, dies; led first u.s. team to reach top of everest catalan officials are squeezed as madrid tries to stop independence vote methamphetamine abuse afflicts western australia amid mining boom russia destroys chemical weapons, and faults u.s. for not doing so why the bbc’s star political reporter now needs a bodyguard saudis wonder what’s next after the king allows women to drive jeremy corbyn says u.k. labour party is ready to govern stray dogs started turning blue. then the street mobilized."
2017-09-28,1,"emmanuel macron’s lofty vision for europe gets mixed reviews in catalonia, an ‘accidental’ leader of unwavering conviction two north korean spies, a ukrainian jail and a murky tale isis releases recording said to be of its leader in paris, worn-out notre-dame needs a makeover, and hopes you can help south korea says it’s speeding up arms buildup to counter the north"
2017-09-29,1,"cubans alarmed at u.s. embassy withdrawals and travel warning in a compromise, u.n. rights experts will examine abuses in yemen’s war kabul reels after attack on another shiite mosque threatened by madrid, catalonia referendum is game of cat and mouse azerbaijan detains dozens of gay and transgender people the latest populist craze in britain: an unabashed elitist far-right gains leave germans wondering, what now? north korea says u.n. sanctions are causing ‘colossal’ damage canada letter: the land where trade talks make headlines kurds voted for independence. here’s who else has a say."
2017-10-02,1,"aleksei navalny, putin critic, is sentenced to 20 days in jail palestinian factions, fatah and hamas, move toward reconciliation in gaza afghan newspaper hunts corruption, but first it has to pay the rent ‘we don’t exist’: life inside mongolia’s swelling slums u.s. service member killed by roadside bomb in iraq church offers to protect police who testify on philippines’ drug war for e.u., catalonia pits democratic rights against sovereignty marseille assailant was briefly detained days before attack a nuclear deal with north korea may be tillerson’s mission impossible catalonia leaders seek to make independence referendum binding"
2017-10-03,1,"french parliament advances a sweeping counterterrorism bill jagmeet singh, canada’s newest political star, lifts his party’s hopes iranian chess player, shunned for refusing to wear hijab, will play in u.s. syrian soldier is guilty of war crime, a first in the 6-year conflict after threat of war, iraq and kurds lower the temperature catalans who did not vote (more than half) ask: what now? egypt expands crackdown on gay and transgender people ecuador’s vice president is jailed in bribery investigation kashmir is rattled by bold attack near fortified airport boris johnson takes center stage in u.k. leadership shadow play"
2017-10-04,1,"3 special forces troops killed and 2 are wounded in an ambush in niger suspect in canada terror attack had been ordered to leave u.s. turkey sentences 40 to life in coup attempt against erdogan aide to iran’s nuclear team is imprisoned on spying conviction catalonia’s leader seeks talks in standoff with spain a new zealand lawmaker’s spy-linked past raises alarms on china’s reach female-only cambridge college to allow transgender women putin says russia has ‘many friends’ in u.s. who can mend relations a dubai in libya? boris johnson says it just needs to clear ‘dead bodies’ in indonesia, a mosque and a church foster friendship amid religious tensions"
2017-10-05,0,"what is the iran nuclear deal? and why does trump hate it? obama, in brazil, offers familiar slogan to corporate audience young worker clocked 159 hours of overtime in a month. then she died. saudi king, in russia, seeks warmer ties with a longtime foe trump to force congress to act on iran nuclear deal u.s. halt in visa services leaves cuban families in limbo in mexico city, pressure to prepare for the next big earthquake deadly ambush of green berets in niger belies a ‘low-risk’ mission vatican shines light on child abuse as claims against priests persist edward heath would have faced sex abuse inquiry, say u.k. police"
